YearMonth,Agency,Avg_Max_Temp
201409,Agency_05,28.23492063
201410,Agency_05,28.34375
201411,Agency_05,25.74590164
201412,Agency_05,25.53220339
201501,Agency_05,25.59344262
201502,Agency_05,26.20163934
201503,Agency_05,27.10634921
201504,Agency_05,30.67301587
201505,Agency_05,31.41166667
201506,Agency_05,29.92222222
201507,Agency_05,28.9015873
201508,Agency_05,29.63968254
201509,Agency_05,29.30625
201510,Agency_05,28.45151515
201511,Agency_05,28.13030303
201512,Agency_05,25.31692308
201601,Agency_05,24.4057971
201602,Agency_05,27.66153846
201603,Agency_05,28.21692308
201604,Agency_05,31.33076923
201605,Agency_05,33.6483871
201606,Agency_05,30.76291045
201607,Agency_05,28.98149254
201608,Agency_05,28.2448806
201609,Agency_05,28.7470597
201610,Agency_05,28.64852941
201611,Agency_05,25.58111765
201612,Agency_05,26.52134098
201701,Agency_05,30.28246507
201702,Agency_05,27.83592545
201703,Agency_05,29.7925927
201704,Agency_05,31.56840487
201705,Agency_05,34.03829758
201706,Agency_05,35.89705882
201707,Agency_05,31.725
201708,Agency_05,32.13333333
201709,Agency_05,31.87205882
201710,Agency_05,31.53623188
201711,Agency_05,32.35820896
201712,Agency_05,25.37366525
201301,Agency_06,24.07901235
201302,Agency_06,28.41604938
201303,Agency_06,28.71549296
201304,Agency_06,32.11375
201305,Agency_06,32.57721519
201306,Agency_06,31.72153846
201307,Agency_06,28.653125
201308,Agency_06,29.04354839
201309,Agency_06,27.23442623
201310,Agency_06,28.39836066
201311,Agency_06,25.69677419
201312,Agency_06,24.12419355
201401,Agency_06,24.215
201402,Agency_06,28.66825397
201403,Agency_06,29.7328125
201404,Agency_06,31.975
201405,Agency_06,31.11833333
201406,Agency_06,30.1953125
201407,Agency_06,28.83548387
201408,Agency_06,29.28730159
201409,Agency_06,28.23492063
201410,Agency_06,28.34375
201411,Agency_06,25.74590164
201412,Agency_06,25.53220339
201501,Agency_06,25.59344262
201502,Agency_06,26.20163934
201503,Agency_06,27.10634921
201504,Agency_06,30.67301587
201505,Agency_06,31.41166667
201506,Agency_06,29.92222222
201507,Agency_06,28.9015873
201508,Agency_06,29.63968254
201509,Agency_06,29.30625
201510,Agency_06,28.45151515
201511,Agency_06,28.13030303
201512,Agency_06,25.31692308
201601,Agency_06,24.4057971
201602,Agency_06,27.66153846
201603,Agency_06,28.21692308
201604,Agency_06,31.33076923
201605,Agency_06,33.6483871
201606,Agency_06,30.76291045
201607,Agency_06,28.98149254
201608,Agency_06,28.2448806
201609,Agency_06,28.7470597
201610,Agency_06,28.64852941
201611,Agency_06,25.58111765
201612,Agency_06,26.52134098
201701,Agency_06,30.28246507
201702,Agency_06,27.83592545
201703,Agency_06,29.7925927
201704,Agency_06,31.56840487
201705,Agency_06,34.03829758
201706,Agency_06,35.89705882
201707,Agency_06,31.725
201708,Agency_06,32.13333333
201709,Agency_06,31.87205882
201710,Agency_06,31.53623188
201711,Agency_06,32.35820896
201712,Agency_06,25.37366525
201301,Agency_07,25.36
201302,Agency_07,28.49056604
201303,Agency_07,28.60769231
201304,Agency_07,31.988
201305,Agency_07,32.69
201306,Agency_07,30.90833333
201307,Agency_07,28.4725
201308,Agency_07,28.51860465
201309,Agency_07,27.50232558
201310,Agency_07,28.5673913
201311,Agency_07,26.954
201312,Agency_07,25.48510638
201401,Agency_07,25.4
201402,Agency_07,28.57804878
201403,Agency_07,29.7525
201404,Agency_07,31.46764706
201405,Agency_07,31.17619048
201406,Agency_07,30.09111111
201407,Agency_07,28.99473684
201408,Agency_07,29.03333333
201409,Agency_07,27.58095238
201410,Agency_07,28.20408163
201411,Agency_07,26.825
201412,Agency_07,26.27619048
201501,Agency_07,26.56976744
201502,Agency_07,26.78043478
201503,Agency_07,28.11162791
201504,Agency_07,30.72571429
201505,Agency_07,32.3097561
201506,Agency_07,30.53409091
201507,Agency_07,29.53243243
201508,Agency_07,30.5175
201509,Agency_07,29.8325
201510,Agency_07,28.9877551
201511,Agency_07,29.32040816
201512,Agency_07,26.95833333
201601,Agency_07,25.63478261
201602,Agency_07,28.33333333
201603,Agency_07,29.24130435
201604,Agency_07,31.55
201605,Agency_07,33.47755102
201606,Agency_07,30.94477551
201607,Agency_07,29.19285714
201608,Agency_07,29.20886
201609,Agency_07,29.37822
201610,Agency_07,29.42
201611,Agency_07,27.47522
201612,Agency_07,27.80524083
201701,Agency_07,30.40781692
201702,Agency_07,28.22146318
201703,Agency_07,30.35904975
201704,Agency_07,31.91643949
201705,Agency_07,33.64533107
201706,Agency_07,35.66734694
201707,Agency_07,32.0372549
201708,Agency_07,31.91538462
201709,Agency_07,31.68039216
201710,Agency_07,31.69
201711,Agency_07,31.93469388
201712,Agency_07,26.63121775
201301,Agency_08,24.07901235
201302,Agency_08,28.41604938
201303,Agency_08,28.71549296
201304,Agency_08,32.11375
201305,Agency_08,32.57721519
201306,Agency_08,31.72153846
201307,Agency_08,28.653125
201308,Agency_08,29.04354839
201309,Agency_08,27.23442623
201310,Agency_08,28.39836066
201311,Agency_08,25.69677419
201312,Agency_08,24.12419355
201401,Agency_08,24.215
201402,Agency_08,28.66825397
201403,Agency_08,29.7328125
201404,Agency_08,31.975
201405,Agency_08,31.11833333
201406,Agency_08,30.1953125
201407,Agency_08,28.83548387
201408,Agency_08,29.28730159
201409,Agency_08,28.23492063
201410,Agency_08,28.34375
201411,Agency_08,25.74590164
201412,Agency_08,25.53220339
201501,Agency_08,25.59344262
201502,Agency_08,26.20163934
201503,Agency_08,27.10634921
201504,Agency_08,30.67301587
201505,Agency_08,31.41166667
201506,Agency_08,29.92222222
201507,Agency_08,28.9015873
201508,Agency_08,29.63968254
201509,Agency_08,29.30625
201510,Agency_08,28.45151515
201511,Agency_08,28.13030303
201512,Agency_08,25.31692308
201601,Agency_08,24.4057971
201602,Agency_08,27.66153846
201603,Agency_08,28.21692308
201604,Agency_08,31.33076923
201605,Agency_08,33.6483871
201606,Agency_08,30.76291045
201607,Agency_08,28.98149254
201608,Agency_08,28.2448806
201609,Agency_08,28.7470597
201610,Agency_08,28.64852941
201611,Agency_08,25.58111765
201612,Agency_08,26.52134098
201701,Agency_08,30.28246507
201702,Agency_08,27.83592545
201703,Agency_08,29.7925927
201704,Agency_08,31.56840487
201705,Agency_08,34.03829758
201706,Agency_08,35.89705882
201707,Agency_08,31.725
201708,Agency_08,32.13333333
201709,Agency_08,31.87205882
201710,Agency_08,31.53623188
201711,Agency_08,32.35820896
201712,Agency_08,25.37366525
201301,Agency_09,30.82888889
201302,Agency_09,31.95869565
201303,Agency_09,32.83863636
201304,Agency_09,33.45531915
201305,Agency_09,33.70444444
201306,Agency_09,33.64583333
201307,Agency_09,32.60833333
201308,Agency_09,32.71555556
201309,Agency_09,30.66595745
201310,Agency_09,32.4
201311,Agency_09,30.82
201312,Agency_09,30.78043478
201401,Agency_09,31.95714286
201402,Agency_09,32.7787234
201403,Agency_09,33.67619048
201404,Agency_09,34.45238095
201405,Agency_09,34.90487805
201406,Agency_09,33.73478261
201407,Agency_09,33.17647059
201408,Agency_09,33.08431373
201409,Agency_09,30.99615385
201410,Agency_09,32.09818182
201411,Agency_09,30.81929825
201412,Agency_09,30.10909091
201501,Agency_09,31.03018868
201502,Agency_09,29.93220339
201503,Agency_09,30.93090909
201504,Agency_09,32.5627451
201505,Agency_09,34.02307692
201506,Agency_09,33.60517241
201507,Agency_09,33.23859649
201508,Agency_09,33.75454545
201509,Agency_09,33.08965517
201510,Agency_09,32.425
201511,Agency_09,32.33928571
201512,Agency_09,31.19508197
201601,Agency_09,30.24561404
201602,Agency_09,33.63111111
201603,Agency_09,32.90930233
201604,Agency_09,34.46875
201605,Agency_09,34.85769231
201606,Agency_09,34.15457692
201607,Agency_09,33.98596154
201608,Agency_09,33.53967308
201609,Agency_09,33.03239623
201610,Agency_09,33.84339623
201611,Agency_09,32.21269811
201612,Agency_09,32.43535679
201701,Agency_09,32.90823204
201702,Agency_09,32.33986722
201703,Agency_09,33.15219658
201704,Agency_09,32.97628695
201705,Agency_09,34.10064361
201706,Agency_09,36.43653846
201707,Agency_09,36.42115385
201708,Agency_09,36.13333333
201709,Agency_09,34.87115385
201710,Agency_09,36.20769231
201711,Agency_09,35.86078431
201712,Agency_09,31.12999111
201301,Agency_10,25.36
201302,Agency_10,28.49056604
201303,Agency_10,28.60769231
201304,Agency_10,31.988
201305,Agency_10,32.69
201306,Agency_10,30.90833333
201307,Agency_10,28.4725
201308,Agency_10,28.51860465
201309,Agency_10,27.50232558
201310,Agency_10,28.5673913
201311,Agency_10,26.954
201312,Agency_10,25.48510638
201401,Agency_10,25.4
201402,Agency_10,28.57804878
201403,Agency_10,29.7525
201404,Agency_10,31.46764706
201405,Agency_10,31.17619048
201406,Agency_10,30.09111111
201407,Agency_10,28.99473684
201408,Agency_10,29.03333333
201409,Agency_10,27.58095238
201410,Agency_10,28.20408163
201411,Agency_10,26.825
201412,Agency_10,26.27619048
201501,Agency_10,26.56976744
201502,Agency_10,26.78043478
201503,Agency_10,28.11162791
201504,Agency_10,30.72571429
201505,Agency_10,32.3097561
201506,Agency_10,30.53409091
201507,Agency_10,29.53243243
201508,Agency_10,30.5175
201509,Agency_10,29.8325
201510,Agency_10,28.9877551
201511,Agency_10,29.32040816
201512,Agency_10,26.95833333
201601,Agency_10,25.63478261
201602,Agency_10,28.33333333
201603,Agency_10,29.24130435
201604,Agency_10,31.55
201605,Agency_10,33.47755102
201606,Agency_10,30.94477551
201607,Agency_10,29.19285714
201608,Agency_10,29.20886
201609,Agency_10,29.37822
201610,Agency_10,29.42
201611,Agency_10,27.47522
201612,Agency_10,27.80524083
201701,Agency_10,30.40781692
201702,Agency_10,28.22146318
201703,Agency_10,30.35904975
201704,Agency_10,31.91643949
201705,Agency_10,33.64533107
201706,Agency_10,35.66734694
201707,Agency_10,32.0372549
201708,Agency_10,31.91538462
201709,Agency_10,31.68039216
201710,Agency_10,31.69
201711,Agency_10,31.93469388
201712,Agency_10,26.63121775
201301,Agency_11,25.36
201302,Agency_11,28.49056604
201303,Agency_11,28.60769231
201304,Agency_11,31.988
201305,Agency_11,32.69
201306,Agency_11,30.90833333
201307,Agency_11,28.4725
201308,Agency_11,28.51860465
201309,Agency_11,27.50232558
201310,Agency_11,28.5673913
201311,Agency_11,26.954
201312,Agency_11,25.48510638
201401,Agency_11,25.4
201402,Agency_11,28.57804878
201403,Agency_11,29.7525
201404,Agency_11,31.46764706
201405,Agency_11,31.17619048
201406,Agency_11,30.09111111
201407,Agency_11,28.99473684
201408,Agency_11,29.03333333
201409,Agency_11,27.58095238
201410,Agency_11,28.20408163
201411,Agency_11,26.825
201412,Agency_11,26.27619048
201501,Agency_11,26.56976744
201502,Agency_11,26.78043478
201503,Agency_11,28.11162791
201504,Agency_11,30.72571429
201505,Agency_11,32.3097561
201506,Agency_11,30.53409091
201507,Agency_11,29.53243243
201508,Agency_11,30.5175
201509,Agency_11,29.8325
201510,Agency_11,28.9877551
201511,Agency_11,29.32040816
201512,Agency_11,26.95833333
201601,Agency_11,25.63478261
201602,Agency_11,28.33333333
201603,Agency_11,29.24130435
201604,Agency_11,31.55
201605,Agency_11,33.47755102
201606,Agency_11,30.94477551
201607,Agency_11,29.19285714
201608,Agency_11,29.20886
201609,Agency_11,29.37822
201610,Agency_11,29.42
201611,Agency_11,27.47522
201612,Agency_11,27.80524083
201701,Agency_11,30.40781692
201702,Agency_11,28.22146318
201703,Agency_11,30.35904975
201704,Agency_11,31.91643949
201705,Agency_11,33.64533107
201706,Agency_11,35.66734694
201707,Agency_11,32.0372549
201708,Agency_11,31.91538462
201709,Agency_11,31.68039216
201710,Agency_11,31.69
201711,Agency_11,31.93469388
201712,Agency_11,26.63121775
201301,Agency_12,22.21973684
201302,Agency_12,25.6375
201303,Agency_12,24.92565217
201304,Agency_12,27.93073593
201305,Agency_12,27.55502183
201306,Agency_12,26.04751131
201307,Agency_12,25.10925926
201308,Agency_12,24.9027027
201309,Agency_12,23.35642202
201310,Agency_12,24.45515695
201311,Agency_12,22.57066667
201312,Agency_12,22.85962441
201401,Agency_12,21.65178571
201402,Agency_12,25.33913043
201403,Agency_12,26.3126087
201404,Agency_12,27.62123894
201405,Agency_12,25.66294643
201406,Agency_12,24.67412281
201407,Agency_12,24.62342342
201408,Agency_12,25.12747748
201409,Agency_12,24.16462882
201410,Agency_12,23.6193133
201411,Agency_12,22.78781513
201412,Agency_12,21.97531915
201501,Agency_12,21.64206009
201502,Agency_12,23.05485232
201503,Agency_12,23.60811966
201504,Agency_12,27.09399142
201505,Agency_12,25.9625
201506,Agency_12,24.70753138
201507,Agency_12,25.02882096
201508,Agency_12,25.82179487
201509,Agency_12,24.22576419
201510,Agency_12,24.64364407
201511,Agency_12,24.29531915
201512,Agency_12,23.44774775
201601,Agency_12,20.73839662
201602,Agency_12,23.62352941
201603,Agency_12,24.33153153
201604,Agency_12,27.71855204
201605,Agency_12,28.41489362
201606,Agency_12,25.21678632
201607,Agency_12,25.267897
201608,Agency_12,25.139173
201609,Agency_12,24.73105417
201610,Agency_12,24.31916667
201611,Agency_12,22.97935685
201612,Agency_12,24.04158424
201701,Agency_12,26.1441343
201702,Agency_12,25.24265696
201703,Agency_12,25.37481605
201704,Agency_12,27.10920424
201705,Agency_12,28.47927244
201706,Agency_12,29.60925926
201707,Agency_12,27.65113122
201708,Agency_12,28.41741071
201709,Agency_12,27.59111111
201710,Agency_12,27.55882353
201711,Agency_12,27.67409091
201712,Agency_12,23.08106889
201301,Agency_13,22.21973684
201302,Agency_13,25.6375
201303,Agency_13,24.92565217
201304,Agency_13,27.93073593
201305,Agency_13,27.55502183
201306,Agency_13,26.04751131
201307,Agency_13,25.10925926
201308,Agency_13,24.9027027
201309,Agency_13,23.35642202
201310,Agency_13,24.45515695
201311,Agency_13,22.57066667
201312,Agency_13,22.85962441
201401,Agency_13,21.65178571
201402,Agency_13,25.33913043
201403,Agency_13,26.3126087
201404,Agency_13,27.62123894
201405,Agency_13,25.66294643
201406,Agency_13,24.67412281
201407,Agency_13,24.62342342
201408,Agency_13,25.12747748
201409,Agency_13,24.16462882
201410,Agency_13,23.6193133
201411,Agency_13,22.78781513
201412,Agency_13,21.97531915
201501,Agency_13,21.64206009
201502,Agency_13,23.05485232
201503,Agency_13,23.60811966
201504,Agency_13,27.09399142
201505,Agency_13,25.9625
201506,Agency_13,24.70753138
201507,Agency_13,25.02882096
201508,Agency_13,25.82179487
201509,Agency_13,24.22576419
201510,Agency_13,24.64364407
201511,Agency_13,24.29531915
201512,Agency_13,23.44774775
201601,Agency_13,20.73839662
201602,Agency_13,23.62352941
201603,Agency_13,24.33153153
201604,Agency_13,27.71855204
201605,Agency_13,28.41489362
201606,Agency_13,25.21678632
201607,Agency_13,25.267897
201608,Agency_13,25.139173
201609,Agency_13,24.73105417
201610,Agency_13,24.31916667
201611,Agency_13,22.97935685
201612,Agency_13,24.04158424
201701,Agency_13,26.1441343
201702,Agency_13,25.24265696
201703,Agency_13,25.37481605
201704,Agency_13,27.10920424
201705,Agency_13,28.47927244
201706,Agency_13,29.60925926
201707,Agency_13,27.65113122
201708,Agency_13,28.41741071
201709,Agency_13,27.59111111
201710,Agency_13,27.55882353
201711,Agency_13,27.67409091
201712,Agency_13,23.08106889
201301,Agency_14,22.21973684
201302,Agency_14,25.6375
201303,Agency_14,24.92565217
201304,Agency_14,27.93073593
201305,Agency_14,27.55502183
201306,Agency_14,26.04751131
201307,Agency_14,25.10925926
201308,Agency_14,24.9027027
201309,Agency_14,23.35642202
201310,Agency_14,24.45515695
201311,Agency_14,22.57066667
201312,Agency_14,22.85962441
201401,Agency_14,21.65178571
201402,Agency_14,25.33913043
201403,Agency_14,26.3126087
201404,Agency_14,27.62123894
201405,Agency_14,25.66294643
201406,Agency_14,24.67412281
201407,Agency_14,24.62342342
201408,Agency_14,25.12747748
201409,Agency_14,24.16462882
201410,Agency_14,23.6193133
201411,Agency_14,22.78781513
201412,Agency_14,21.97531915
201501,Agency_14,21.64206009
201502,Agency_14,23.05485232
201503,Agency_14,23.60811966
201504,Agency_14,27.09399142
201505,Agency_14,25.9625
201506,Agency_14,24.70753138
201507,Agency_14,25.02882096
201508,Agency_14,25.82179487
201509,Agency_14,24.22576419
201510,Agency_14,24.64364407
201511,Agency_14,24.29531915
201512,Agency_14,23.44774775
201601,Agency_14,20.73839662
201602,Agency_14,23.62352941
201603,Agency_14,24.33153153
201604,Agency_14,27.71855204
201605,Agency_14,28.41489362
201606,Agency_14,25.21678632
201607,Agency_14,25.267897
201608,Agency_14,25.139173
201609,Agency_14,24.73105417
201610,Agency_14,24.31916667
201611,Agency_14,22.97935685
201612,Agency_14,24.04158424
201701,Agency_14,26.1441343
201702,Agency_14,25.24265696
201703,Agency_14,25.37481605
201704,Agency_14,27.10920424
201705,Agency_14,28.47927244
201706,Agency_14,29.60925926
201707,Agency_14,27.65113122
201708,Agency_14,28.41741071
201709,Agency_14,27.59111111
201710,Agency_14,27.55882353
201711,Agency_14,27.67409091
201712,Agency_14,23.08106889
201301,Agency_15,22.21973684
201302,Agency_15,25.6375
201303,Agency_15,24.92565217
201304,Agency_15,27.93073593
201305,Agency_15,27.55502183
201306,Agency_15,26.04751131
201307,Agency_15,25.10925926
201308,Agency_15,24.9027027
201309,Agency_15,23.35642202
201310,Agency_15,24.45515695
201311,Agency_15,22.57066667
201312,Agency_15,22.85962441
201401,Agency_15,21.65178571
201402,Agency_15,25.33913043
201403,Agency_15,26.3126087
201404,Agency_15,27.62123894
201405,Agency_15,25.66294643
201406,Agency_15,24.67412281
201407,Agency_15,24.62342342
201408,Agency_15,25.12747748
201409,Agency_15,24.16462882
201410,Agency_15,23.6193133
201411,Agency_15,22.78781513
201412,Agency_15,21.97531915
201501,Agency_15,21.64206009
201502,Agency_15,23.05485232
201503,Agency_15,23.60811966
201504,Agency_15,27.09399142
201505,Agency_15,25.9625
201506,Agency_15,24.70753138
201507,Agency_15,25.02882096
201508,Agency_15,25.82179487
201509,Agency_15,24.22576419
201510,Agency_15,24.64364407
201511,Agency_15,24.29531915
201512,Agency_15,23.44774775
201601,Agency_15,20.73839662
201602,Agency_15,23.62352941
201603,Agency_15,24.33153153
201604,Agency_15,27.71855204
201605,Agency_15,28.41489362
201606,Agency_15,25.21678632
201607,Agency_15,25.267897
201608,Agency_15,25.139173
201609,Agency_15,24.73105417
201610,Agency_15,24.31916667
201611,Agency_15,22.97935685
201612,Agency_15,24.04158424
201701,Agency_15,26.1441343
201702,Agency_15,25.24265696
201703,Agency_15,25.37481605
201704,Agency_15,27.10920424
201705,Agency_15,28.47927244
201706,Agency_15,29.60925926
201707,Agency_15,27.65113122
201708,Agency_15,28.41741071
201709,Agency_15,27.59111111
201710,Agency_15,27.55882353
201711,Agency_15,27.67409091
201712,Agency_15,23.08106889
201301,Agency_16,22.21973684
201302,Agency_16,25.6375
201303,Agency_16,24.92565217
201304,Agency_16,27.93073593
201305,Agency_16,27.55502183
201306,Agency_16,26.04751131
201307,Agency_16,25.10925926
201308,Agency_16,24.9027027
201309,Agency_16,23.35642202
201310,Agency_16,24.45515695
201311,Agency_16,22.57066667
201312,Agency_16,22.85962441
201401,Agency_16,21.65178571
201402,Agency_16,25.33913043
201403,Agency_16,26.3126087
201404,Agency_16,27.62123894
201405,Agency_16,25.66294643
201406,Agency_16,24.67412281
201407,Agency_16,24.62342342
201408,Agency_16,25.12747748
201409,Agency_16,24.16462882
201410,Agency_16,23.6193133
201411,Agency_16,22.78781513
201412,Agency_16,21.97531915
201501,Agency_16,21.64206009
201502,Agency_16,23.05485232
201503,Agency_16,23.60811966
201504,Agency_16,27.09399142
201505,Agency_16,25.9625
201506,Agency_16,24.70753138
201507,Agency_16,25.02882096
201508,Agency_16,25.82179487
201509,Agency_16,24.22576419
201510,Agency_16,24.64364407
201511,Agency_16,24.29531915
201512,Agency_16,23.44774775
201601,Agency_16,20.73839662
201602,Agency_16,23.62352941
201603,Agency_16,24.33153153
201604,Agency_16,27.71855204
201605,Agency_16,28.41489362
201606,Agency_16,25.21678632
201607,Agency_16,25.267897
201608,Agency_16,25.139173
201609,Agency_16,24.73105417
