Agency,SKU,YearMonth,Price,Sales,Promotions
Agency_01,SKU_01,201612,1572.926095,1356.713276,216.212819
Agency_01,SKU_01,201704,1595.157309,1271.647139,323.51017
Agency_01,SKU_01,201701,1600.063324,1402.351418,197.711906
Agency_01,SKU_01,201703,1605.027149,1400.583711,204.443438
Agency_01,SKU_01,201702,1620.772215,1407.878999,212.893216
Agency_01,SKU_01,201711,1622.877493,1341.864851,281.012642
Agency_01,SKU_01,201712,1663.797492,1390.112272,273.68522
Agency_01,SKU_01,201705,1672.635787,1391.237879,281.397908
Agency_01,SKU_01,201706,1687.040865,1406.751362,280.289503
Agency_01,SKU_01,201710,1688.08602,1278.350951,409.735069
Agency_01,SKU_01,201707,1688.796106,1397.539162,291.256944
Agency_01,SKU_01,201708,1689.869512,1399.454675,290.414837
Agency_01,SKU_01,201709,1690.939823,1184.708404,506.231419
Agency_02,SKU_01,201301,1112.754748,1033.372521,79.382227
Agency_02,SKU_01,201406,1115.022728,1073.921435,41.101293
Agency_02,SKU_01,201302,1125.524852,1073.643772,51.88108
Agency_02,SKU_01,201303,1137.992241,1085.080036,52.912205
Agency_02,SKU_01,201405,1154.226583,809.4970049,344.7295781
Agency_02,SKU_01,201505,1179.954731,1082.190441,97.76429
Agency_02,SKU_01,201407,1182.622442,1165.038116,17.584326
Agency_02,SKU_01,201504,1188.47832,1152.801878,35.676442
Agency_02,SKU_01,201408,1196.043508,1131.636361,64.407147
Agency_02,SKU_01,201409,1196.319685,1177.786028,18.533657
Agency_02,SKU_01,201304,1200.81777,1139.504837,61.312933
Agency_02,SKU_01,201305,1207.551073,1150.601308,56.949765
Agency_02,SKU_01,201306,1207.973014,1138.297186,69.675828
Agency_02,SKU_01,201404,1217.664941,996.6268116,221.0381294
Agency_02,SKU_01,201311,1218.440657,1077.655915,140.784742
Agency_02,SKU_01,201402,1219.190825,1020.909314,198.281511
Agency_02,SKU_01,201403,1220.674713,1024.480884,196.193829
Agency_02,SKU_01,201502,1220.67552,1115.968524,104.706996
Agency_02,SKU_01,201501,1221.084279,908.6037975,312.4804815
Agency_02,SKU_01,201412,1225.072353,1112.229825,112.842528
Agency_02,SKU_01,201401,1226.509697,1026.079888,200.429809
Agency_02,SKU_01,201410,1226.640594,1211.533886,15.106708
Agency_02,SKU_01,201308,1231.182931,1131.336191,99.84674
Agency_02,SKU_01,201309,1231.421783,1021.069793,210.35199
Agency_02,SKU_01,201310,1232.360392,1204.333012,28.02738
Agency_02,SKU_01,201411,1234.857038,987.1682841,247.6887539
Agency_02,SKU_01,201312,1235.226295,1126.13603,109.090265
Agency_02,SKU_01,201508,1240.192608,1163.610553,76.582055
Agency_02,SKU_01,201307,1241.094636,1171.711552,69.383084
Agency_02,SKU_01,201509,1241.240624,1167.751787,73.488837
Agency_02,SKU_01,201503,1244.315024,1164.755455,79.559569
Agency_02,SKU_01,201506,1251.717059,1172.960404,78.756655
Agency_02,SKU_01,201507,1257.407159,1171.393918,86.013241
Agency_02,SKU_01,201602,1266.30959,1177.944472,88.365118
Agency_02,SKU_01,201603,1273.509315,1219.612579,53.896736
Agency_02,SKU_01,201511,1298.573449,1179.658748,118.914701
Agency_02,SKU_01,201510,1303.730342,1205.481642,98.2487
Agency_02,SKU_01,201512,1317.457447,1262.086503,55.370944
Agency_02,SKU_01,201605,1322.95076,1203.659759,119.291001
Agency_02,SKU_01,201601,1334.906723,1092.720649,242.186074
Agency_02,SKU_01,201604,1343.830167,1098.494771,245.335396
Agency_02,SKU_01,201606,1390.634999,1185.279406,205.355593
Agency_02,SKU_01,201607,1443.681779,1210.944449,232.73733
Agency_02,SKU_01,201608,1450.259735,1220.179685,230.08005
Agency_02,SKU_01,201612,1505.583962,1273.058851,232.525111
Agency_02,SKU_01,201611,1513.801464,1268.301519,245.499945
Agency_02,SKU_01,201610,1519.07458,1279.183433,239.891147
Agency_02,SKU_01,201609,1525.883099,1267.198203,258.684896
Agency_02,SKU_01,201703,1557.164335,1313.855504,243.308831
Agency_02,SKU_01,201702,1568.581262,1301.377858,267.203404
Agency_02,SKU_01,201704,1571.617519,1230.841202,340.776317
Agency_02,SKU_01,201701,1575.186623,1315.853048,259.333575
Agency_02,SKU_01,201706,1600.741298,1343.79334,256.947958
Agency_02,SKU_01,201705,1610.278679,1344.543334,265.735345
Agency_02,SKU_01,201707,1624.208655,1350.138884,274.069771
Agency_02,SKU_01,201711,1630.021904,1341.505747,288.516157
Agency_02,SKU_01,201708,1634.910495,1374.369961,260.540534
Agency_02,SKU_01,201710,1639.642057,1256.527139,383.114918
Agency_02,SKU_01,201709,1640.188179,1258.269825,381.918354
Agency_02,SKU_01,201712,1678.982073,1404.235415,274.746658
Agency_03,SKU_01,201302,1158.931787,1106.770181,52.161606
Agency_03,SKU_01,201301,1159.493185,1084.36514,75.128045
Agency_03,SKU_01,201303,1191.416558,1133.184926,58.231632
Agency_03,SKU_01,201304,1238.636668,1182.306371,56.330297
Agency_03,SKU_01,201305,1248.631041,1188.161949,60.469092
Agency_03,SKU_01,201402,1257.214516,1057.238543,199.975973
Agency_03,SKU_01,201306,1257.431738,1185.540492,71.891246
Agency_03,SKU_01,201309,1257.490053,1078.79099,178.699063
Agency_03,SKU_01,201307,1257.661451,1195.393551,62.2679
Agency_03,SKU_01,201308,1257.843575,1194.898748,62.944827
Agency_03,SKU_01,201310,1258.283288,1202.781986,55.501302
Agency_03,SKU_01,201312,1258.543999,1172.130674,86.413325
Agency_03,SKU_01,201403,1258.589908,1069.906792,188.683116
Agency_03,SKU_01,201311,1258.826193,1168.794145,90.032048
Agency_03,SKU_01,201404,1259.537359,1062.344123,197.193236
Agency_03,SKU_01,201401,1261.430741,1105.371271,156.05947
Agency_03,SKU_01,201406,1267.817569,1149.333914,118.483655
Agency_03,SKU_01,201405,1269.073539,658.2185303,610.8550087
Agency_03,SKU_01,201407,1280.861374,1254.193843,26.667531
Agency_03,SKU_01,201501,1281.08427,1266.132112,14.952158
Agency_03,SKU_01,201408,1283.839456,1258.94604,24.893416
Agency_03,SKU_01,201409,1284.204038,1205.598154,78.605884
Agency_03,SKU_01,201410,1284.636714,1130.032444,154.60427
Agency_03,SKU_01,201411,1287.139736,1271.981605,15.158131
Agency_03,SKU_01,201503,1288.322214,1216.641718,71.680496
Agency_03,SKU_01,201502,1288.413941,1163.690276,124.723665
Agency_03,SKU_01,201412,1289.475645,1274.87039,14.605255
Agency_03,SKU_01,201504,1349.290859,1140.68739,208.603469
Agency_03,SKU_01,201505,1370.554139,1166.074077,204.480062
Agency_03,SKU_01,201506,1401.609347,1225.83153,175.777817
Agency_03,SKU_01,201509,1413.549783,1206.38952,207.160263
Agency_03,SKU_01,201508,1414.065321,1200.006858,214.058463
Agency_03,SKU_01,201507,1415.204753,1196.489461,218.715292
Agency_03,SKU_01,201606,1459.240939,1180.05233,279.188609
Agency_03,SKU_01,201510,1462.541986,1241.83746,220.704526
Agency_03,SKU_01,201511,1462.631198,1241.319472,221.311726
Agency_03,SKU_01,201605,1466.231131,1275.167809,191.063322
Agency_03,SKU_01,201512,1467.946166,1291.046997,176.899169
Agency_03,SKU_01,201603,1470.916994,1270.647669,200.269325
Agency_03,SKU_01,201608,1472.490662,1195.441159,277.049503
Agency_03,SKU_01,201602,1473.585226,1214.431093,259.154133
Agency_03,SKU_01,201607,1474.61891,1248.416471,226.202439
Agency_03,SKU_01,201601,1474.65328,1225.144421,249.508859
Agency_03,SKU_01,201604,1481.495488,1271.820226,209.675262
Agency_03,SKU_01,201609,1566.454245,1266.224838,300.229407
Agency_03,SKU_01,201610,1566.567556,1291.847383,274.720173
Agency_03,SKU_01,201611,1571.922689,1266.634202,305.288487
Agency_03,SKU_01,201612,1576.421729,1294.040415,282.381314
Agency_03,SKU_01,201702,1616.824958,1342.015517,274.809441
Agency_03,SKU_01,201701,1622.093056,1320.736429,301.356627
Agency_03,SKU_01,201703,1623.612777,1328.750043,294.862734
Agency_03,SKU_01,201704,1626.388964,1236.0974,390.291564
Agency_03,SKU_01,201705,1661.528774,1368.923432,292.605342
Agency_03,SKU_01,201706,1675.200208,1368.96037,306.239838
Agency_03,SKU_01,201707,1681.190992,1364.048081,317.142911
Agency_03,SKU_01,201711,1682.116342,1322.680421,359.435921
Agency_03,SKU_01,201708,1682.625772,1379.528743,303.097029
Agency_03,SKU_01,201709,1683.798044,1274.309122,409.488922
Agency_03,SKU_01,201710,1684.636026,1212.348508,472.287518
Agency_03,SKU_01,201712,1702.820608,1407.754986,295.065622
Agency_04,SKU_01,201302,1141.88823,1112.71031,29.17792
Agency_04,SKU_01,201301,1141.983911,1096.712871,45.27104
Agency_04,SKU_01,201303,1177.744617,1155.88756,21.857057
Agency_04,SKU_01,201304,1227.227634,1186.172868,41.054766
Agency_04,SKU_01,201305,1236.648334,1207.997292,28.651042
Agency_04,SKU_01,201309,1245.921677,1233.294936,12.626741
Agency_04,SKU_01,201401,1246.047728,1179.610796,66.436932
Agency_04,SKU_01,201308,1246.054484,1228.560872,17.493612
Agency_04,SKU_01,201403,1246.06671,1116.928684,129.138026
Agency_04,SKU_01,201402,1246.074585,1105.364641,140.709944
Agency_04,SKU_01,201306,1246.136444,1231.504108,14.632336
Agency_04,SKU_01,201307,1246.141634,1233.934809,12.206825
Agency_04,SKU_01,201311,1246.228972,1223.440031,22.788941
Agency_04,SKU_01,201312,1246.295595,1197.606558,48.689037
Agency_04,SKU_01,201310,1246.318365,1239.011547,7.306818
Agency_04,SKU_01,201404,1246.396397,1097.155222,149.241175
Agency_04,SKU_01,201406,1265,1265,0
Agency_04,SKU_01,201405,1267.05625,761.0604167,505.9958333
Agency_04,SKU_01,201407,1276.211853,1258.617026,17.594827
Agency_04,SKU_01,201409,1276.778072,1227.888241,48.889831
Agency_04,SKU_01,201501,1277.233696,1277.233696,0
Agency_04,SKU_01,201411,1277.241505,1277.241505,0
Agency_04,SKU_01,201503,1277.390238,1256.379859,21.010379
Agency_04,SKU_01,201502,1277.552772,1172.466196,105.086576
Agency_04,SKU_01,201408,1277.7075,1162.3275,115.38
Agency_04,SKU_01,201412,1278.318122,1278.317791,0.000331
Agency_04,SKU_01,201410,1278.411044,1223.645995,54.765049
Agency_04,SKU_01,201504,1346.588401,1127.639076,218.949325
Agency_04,SKU_01,201505,1379.903187,1357.121017,22.78217
Agency_04,SKU_01,201506,1405.33837,1387.287775,18.050595
Agency_04,SKU_01,201509,1405.482112,1381.646768,23.835344
Agency_04,SKU_01,201507,1407.051024,1379.602254,27.44877
Agency_04,SKU_01,201508,1407.074777,1384.557664,22.517113
Agency_04,SKU_01,201511,1453.869714,1435.429416,18.440298
Agency_04,SKU_01,201510,1455.335165,1427.067651,28.267514
Agency_04,SKU_01,201512,1467.648725,1436.427551,31.221174
Agency_04,SKU_01,201606,1470.715566,1195.485142,275.230424
Agency_04,SKU_01,201603,1470.887355,1444.650436,26.236919
Agency_04,SKU_01,201601,1471.604539,1438.190105,33.414434
Agency_04,SKU_01,201602,1472.375767,1440.769172,31.606595
Agency_04,SKU_01,201608,1475.339912,1215.205775,260.134137
Agency_04,SKU_01,201607,1476.432941,1233.542933,242.890008
Agency_04,SKU_01,201604,1510.118671,1475.549051,34.56962
Agency_04,SKU_01,201605,1514.325798,1436.678192,77.647606
Agency_04,SKU_01,201609,1576.512593,1276.68097,299.831623
Agency_04,SKU_01,201611,1576.544753,1290.767747,285.777006
Agency_04,SKU_01,201610,1576.783306,1280.230263,296.553043
Agency_04,SKU_01,201612,1580.689224,1284.834483,295.854741
Agency_04,SKU_01,201701,1624.650485,1328.167476,296.483009
Agency_04,SKU_01,201703,1635.56498,1341.414186,294.150794
Agency_04,SKU_01,201702,1635.565625,1338.383334,297.182291
Agency_04,SKU_01,201704,1635.568878,1223.617347,411.951531
Agency_04,SKU_01,201705,1683.640315,1372.11755,311.522765
Agency_04,SKU_01,201710,1686.6875,1236.040979,450.646521
Agency_04,SKU_01,201711,1686.6875,1290.453125,396.234375
Agency_04,SKU_01,201706,1686.6875,1384.638278,302.049222
Agency_04,SKU_01,201707,1686.6875,1359.552365,327.135135
Agency_04,SKU_01,201708,1686.6875,1381.757134,304.930366
Agency_04,SKU_01,201709,1686.6875,1283.584122,403.103378
Agency_04,SKU_01,201712,1715.722384,1408.118702,307.603682
Agency_05,SKU_01,201302,1172.75996,1073.811577,98.948383
Agency_05,SKU_01,201301,1173.269642,1072.512848,100.756794
Agency_05,SKU_01,201303,1197.108008,1096.653831,100.454177
Agency_05,SKU_01,201304,1233.728601,1133.012703,100.715898
Agency_05,SKU_01,201305,1236.618318,1135.649487,100.968831
Agency_05,SKU_01,201306,1239.595644,1135.403955,104.191689
Agency_05,SKU_01,201402,1240.074282,1073.042743,167.031539
Agency_05,SKU_01,201311,1240.111559,1138.336603,101.774956
Agency_05,SKU_01,201401,1240.461454,1117.170536,123.290918
Agency_05,SKU_01,201308,1240.80948,1143.486875,97.322605
Agency_05,SKU_01,201403,1240.94889,1060.097194,180.851696
Agency_05,SKU_01,201310,1241.607206,1144.757242,96.849964
Agency_05,SKU_01,201404,1241.84752,1059.194335,182.653185
Agency_05,SKU_01,201309,1242.111423,1144.474558,97.636865
Agency_05,SKU_01,201307,1242.346464,1139.929611,102.416853
Agency_05,SKU_01,201312,1242.446108,1130.446465,111.999643
Agency_05,SKU_01,201604,1313.304536,1198.962694,114.341842
Agency_05,SKU_01,201405,1318.490608,1176.325041,142.165567
Agency_05,SKU_01,201406,1321.706857,1202.087776,119.619081
Agency_05,SKU_01,201504,1339.236801,1104.97276,234.264041
Agency_05,SKU_01,201502,1344.026093,1176.292031,167.734062
Agency_05,SKU_01,201407,1345.900028,1238.93532,106.964708
Agency_05,SKU_01,201409,1346.055822,1240.874673,105.181149
Agency_05,SKU_01,201408,1346.073564,1248.464356,97.609208
Agency_05,SKU_01,201412,1346.655624,1236.718241,109.937383
Agency_05,SKU_01,201410,1347.413107,1236.261085,111.152022
Agency_05,SKU_01,201501,1347.571811,1233.782807,113.789004
Agency_05,SKU_01,201411,1347.67372,1238.614116,109.059604
Agency_05,SKU_01,201505,1348.038085,1136.761502,211.276583
Agency_05,SKU_01,201503,1348.113198,1043.266955,304.846243
Agency_05,SKU_01,201507,1387.275968,1220.502076,166.773892
Agency_05,SKU_01,201508,1387.814843,1215.282064,172.532779
Agency_05,SKU_01,201506,1391.047608,1219.042343,172.005265
Agency_05,SKU_01,201603,1394.060217,1211.896517,182.1637
Agency_05,SKU_01,201509,1413.074684,1246.403223,166.671461
Agency_05,SKU_01,201511,1427.132519,1280.871189,146.26133
Agency_05,SKU_01,201512,1428.478317,1272.155883,156.322434
Agency_05,SKU_01,201510,1431.555265,1285.525448,146.029817
Agency_05,SKU_01,201601,1432.493384,1300.817183,131.676201
Agency_05,SKU_01,201602,1450.493015,1283.764718,166.728297
Agency_05,SKU_01,201606,1453.327868,1253.394917,199.932951
Agency_05,SKU_01,201605,1457.111528,1293.619074,163.492454
Agency_05,SKU_01,201607,1520.580836,1211.346729,309.234107
Agency_05,SKU_01,201608,1523.663234,1201.244656,322.418578
Agency_05,SKU_01,201611,1598.634254,1268.020987,330.613267
Agency_05,SKU_01,201609,1603.592371,1277.464594,326.127777
Agency_05,SKU_01,201610,1612.512716,1279.955654,332.557062
Agency_05,SKU_01,201612,1620.9559,1258.963187,361.992713
Agency_05,SKU_01,201711,1666.49218,1290.339172,376.153008
Agency_05,SKU_01,201701,1672.435321,1229.889594,442.545727
Agency_05,SKU_01,201710,1675.348042,1204.125276,471.222766
Agency_05,SKU_01,201706,1676.637207,1354.688631,321.948576
Agency_05,SKU_01,201709,1678.443089,1215.795366,462.647723
Agency_05,SKU_01,201705,1679.287967,1339.401602,339.886365
Agency_05,SKU_01,201708,1679.375573,1337.668512,341.707061
Agency_05,SKU_01,201707,1679.41361,1328.435374,350.978236
Agency_05,SKU_01,201703,1679.550502,1288.437406,391.113096
Agency_05,SKU_01,201704,1680.770252,1185.324556,495.445696
Agency_05,SKU_01,201702,1682.140919,1282.518512,399.622407
Agency_05,SKU_01,201712,1696.994557,1388.099834,308.894723
Agency_07,SKU_01,201301,1175.324069,1085.409365,89.914704
Agency_07,SKU_01,201302,1175.345931,1082.152623,93.193308
Agency_07,SKU_01,201303,1201.213092,1107.145519,94.067573
Agency_07,SKU_01,201304,1235.042935,1139.013355,96.02958
Agency_07,SKU_01,201305,1238.679936,1142.677009,96.002927
Agency_07,SKU_01,201306,1243.362765,1148.730659,94.632106
Agency_07,SKU_01,201402,1243.461209,1073.628489,169.83272
Agency_07,SKU_01,201308,1243.47189,1153.018464,90.453426
Agency_07,SKU_01,201403,1243.473537,1070.115975,173.357562
Agency_07,SKU_01,201311,1243.507114,1144.368282,99.138832
Agency_07,SKU_01,201401,1243.526079,1106.008802,137.517277
Agency_07,SKU_01,201310,1243.526603,1156.54766,86.978943
Agency_07,SKU_01,201404,1243.574293,1070.521187,173.053106
Agency_07,SKU_01,201307,1243.589231,1150.371528,93.217703
Agency_07,SKU_01,201309,1243.604522,1156.203775,87.400747
Agency_07,SKU_01,201312,1243.636279,1113.041695,130.594584
Agency_07,SKU_01,201405,1347.198815,1233.754582,113.444233
Agency_07,SKU_01,201406,1348.795366,1251.123795,97.671571
Agency_07,SKU_01,201407,1352.849962,1259.716973,93.132989
Agency_07,SKU_01,201408,1353.091378,1261.167816,91.923562
Agency_07,SKU_01,201409,1353.445086,1257.90935,95.535736
Agency_07,SKU_01,201502,1353.448581,1275.148533,78.300048
Agency_07,SKU_01,201411,1353.496719,1258.699261,94.797458
Agency_07,SKU_01,201501,1353.52744,1271.729276,81.798164
Agency_07,SKU_01,201410,1353.553445,1257.167391,96.386054
Agency_07,SKU_01,201412,1353.87067,1253.609179,100.261491
Agency_07,SKU_01,201504,1354.050907,1263.306626,90.744281
Agency_07,SKU_01,201503,1354.0682,1262.917886,91.150314
Agency_07,SKU_01,201505,1360.781549,1258.567439,102.21411
Agency_07,SKU_01,201508,1404.827915,1294.800477,110.027438
Agency_07,SKU_01,201507,1406.450037,1312.698259,93.751778
Agency_07,SKU_01,201506,1406.921873,1309.271305,97.650568
Agency_07,SKU_01,201509,1433.943118,1314.574265,119.368853
Agency_07,SKU_01,201510,1459.599846,1353.930375,105.669471
Agency_07,SKU_01,201511,1460.077959,1353.147868,106.930091
Agency_07,SKU_01,201512,1467.285722,1346.994617,120.291105
Agency_07,SKU_01,201601,1475.730521,1347.841661,127.88886
Agency_07,SKU_01,201602,1476.104609,1379.778693,96.325916
Agency_07,SKU_01,201603,1480.96755,1380.414047,100.553503
Agency_07,SKU_01,201607,1525.136516,1185.023228,340.113288
Agency_07,SKU_01,201608,1525.148188,1195.125646,330.022542
Agency_07,SKU_01,201605,1529.33685,1417.226361,112.110489
Agency_07,SKU_01,201604,1533.739316,1413.801652,119.937664
Agency_07,SKU_01,201606,1547.19043,1397.043991,150.146439
Agency_07,SKU_01,201611,1627.095078,1270.749792,356.345286
Agency_07,SKU_01,201610,1627.166342,1280.100857,347.065485
Agency_07,SKU_01,201609,1627.550389,1274.558641,352.991748
Agency_07,SKU_01,201612,1632.671644,1273.067645,359.603999
Agency_07,SKU_01,201711,1669.79253,1289.824881,379.967649
Agency_07,SKU_01,201701,1669.800853,1294.168865,375.631988
Agency_07,SKU_01,201707,1682.57192,1354.627625,327.944295
Agency_07,SKU_01,201705,1682.619527,1363.852402,318.767125
Agency_07,SKU_01,201710,1682.689515,1216.357317,466.332198
Agency_07,SKU_01,201706,1682.691891,1366.909378,315.782513
Agency_07,SKU_01,201709,1682.80799,1245.650772,437.157218
Agency_07,SKU_01,201703,1682.816054,1309.726166,373.089888
Agency_07,SKU_01,201708,1682.859563,1359.641637,323.217926
Agency_07,SKU_01,201704,1682.946592,1206.1312,476.815392
Agency_07,SKU_01,201702,1683.075898,1310.373738,372.70216
Agency_07,SKU_01,201712,1714.387671,1387.310153,327.077518
Agency_08,SKU_01,201301,1175.5625,1086.035617,89.526883
Agency_08,SKU_01,201302,1175.5625,1084.586742,90.975758
Agency_08,SKU_01,201303,1204.14677,1112.202388,91.944382
Agency_08,SKU_01,201304,1235.1875,1144.457245,90.730255
Agency_08,SKU_01,201305,1239.126057,1146.690354,92.435703
Agency_08,SKU_01,201401,1243.6875,1081.848806,161.838694
Agency_08,SKU_01,201310,1243.6875,1155.885052,87.802448
Agency_08,SKU_01,201311,1243.6875,1141.766555,101.920945
Agency_08,SKU_01,201312,1243.6875,1097.26583,146.42167
Agency_08,SKU_01,201402,1243.6875,1061.595145,182.092355
Agency_08,SKU_01,201403,1243.6875,1059.407789,184.279711
Agency_08,SKU_01,201404,1243.6875,1057.353375,186.334125
Agency_08,SKU_01,201306,1243.6875,1152.127681,91.559819
Agency_08,SKU_01,201307,1243.6875,1154.858773,88.828727
Agency_08,SKU_01,201308,1243.6875,1153.454668,90.232832
Agency_08,SKU_01,201309,1243.6875,1157.43863,86.24887
Agency_08,SKU_01,201405,1348.705797,1256.983964,91.721833
Agency_08,SKU_01,201406,1349.549398,1262.439447,87.109951
Agency_08,SKU_01,201407,1352.444802,1264.832244,87.612558
Agency_08,SKU_01,201502,1353.251624,1264.110215,89.141409
Agency_08,SKU_01,201409,1353.348301,1262.371279,90.977022
Agency_08,SKU_01,201412,1353.385805,1262.050805,91.335
Agency_08,SKU_01,201410,1353.413471,1260.440528,92.972943
Agency_08,SKU_01,201408,1353.41492,1264.322489,89.092431
Agency_08,SKU_01,201411,1353.440993,1261.391402,92.049591
Agency_08,SKU_01,201503,1353.571109,1264.21367,89.357439
Agency_08,SKU_01,201501,1353.581535,1261.705307,91.876228
Agency_08,SKU_01,201504,1353.81689,1267.463609,86.353281
Agency_08,SKU_01,201505,1366.179917,1279.677838,86.502079
Agency_08,SKU_01,201506,1404.21102,1318.441992,85.769028
Agency_08,SKU_01,201507,1404.647237,1317.924342,86.722895
Agency_08,SKU_01,201508,1405.220152,1317.336576,87.883576
Agency_08,SKU_01,201509,1434.069054,1340.830562,93.238492
Agency_08,SKU_01,201511,1452.913067,1364.869157,88.04391
Agency_08,SKU_01,201510,1454.436989,1368.129428,86.307561
Agency_08,SKU_01,201512,1467.784491,1377.578708,90.205783
Agency_08,SKU_01,201603,1471.161163,1380.266096,90.895067
Agency_08,SKU_01,201602,1472.859205,1384.505311,88.353894
Agency_08,SKU_01,201601,1472.912757,1384.953085,87.959672
Agency_08,SKU_01,201605,1519.234861,1427.41149,91.823371
Agency_08,SKU_01,201606,1520.131757,1436.492399,83.639358
Agency_08,SKU_01,201604,1520.992361,1431.031019,89.961342
Agency_08,SKU_01,201608,1525.178079,1291.026025,234.152054
Agency_08,SKU_01,201607,1525.509401,1207.619462,317.889939
Agency_08,SKU_01,201611,1627.204523,1287.866468,339.338055
Agency_08,SKU_01,201610,1627.302841,1273.497198,353.805643
Agency_08,SKU_01,201609,1627.534076,1405.405476,222.1286
Agency_08,SKU_01,201612,1632.572568,1286.271448,346.30112
Agency_08,SKU_01,201701,1670.245659,1327.29576,342.949899
Agency_08,SKU_01,201705,1682.434871,1370.353995,312.080876
Agency_08,SKU_01,201702,1682.586912,1338.38014,344.206772
Agency_08,SKU_01,201711,1682.630422,1314.592287,368.038135
Agency_08,SKU_01,201706,1682.660394,1376.738719,305.921675
Agency_08,SKU_01,201707,1682.678527,1369.726404,312.952123
Agency_08,SKU_01,201708,1682.848231,1374.173588,308.674643
Agency_08,SKU_01,201710,1682.956423,1228.741251,454.215172
Agency_08,SKU_01,201704,1683.1125,1229.873243,453.239257
Agency_08,SKU_01,201703,1683.146228,1341.801437,341.344791
Agency_08,SKU_01,201709,1683.257475,1269.380555,413.87692
Agency_08,SKU_01,201712,1717.068241,1394.03946,323.028781
Agency_09,SKU_01,201302,1183.393509,1053.386225,130.007284
Agency_09,SKU_01,201301,1183.528927,1058.420009,125.108918
Agency_09,SKU_01,201303,1207.928988,1076.538062,131.390926
Agency_09,SKU_01,201304,1248.891292,1110.819038,138.072254
Agency_09,SKU_01,201305,1249.450709,1109.048589,140.40212
Agency_09,SKU_01,201401,1250.371578,1066.812132,183.559446
Agency_09,SKU_01,201307,1250.479573,1110.178396,140.301177
Agency_09,SKU_01,201404,1250.501117,1061.92432,188.576797
Agency_09,SKU_01,201403,1250.515389,1063.153652,187.361737
Agency_09,SKU_01,201312,1250.527441,1077.458756,173.068685
Agency_09,SKU_01,201308,1250.569765,1110.272903,140.296862
Agency_09,SKU_01,201309,1250.87624,1106.140074,144.736166
Agency_09,SKU_01,201311,1251.016696,1097.38219,153.634506
Agency_09,SKU_01,201310,1251.111071,1109.072664,142.038407
Agency_09,SKU_01,201402,1251.18239,1051.976685,199.205705
Agency_09,SKU_01,201306,1251.599642,1113.142806,138.456836
